Policy Number,Year,IDV,City,State,Claim,Cubic Capacity,Mfr-Model,Premium
4061395,2010,661013,BHOPAL,MADHYA PRADESH,32456,2000,Mitsubishi Cedia,19212
4070656,2007,413444,NOIDA,NCR,16754,2000,Mitsubishi Cedia,10943
4074542,2011,799113,NEWDELHI,NCR,194004,1500,Honda City,21207
4076801,2010,645498,KOLKATTA,WEST BENGAL,81548,1500,Honda City,18473
4081461,2010,691672,CHENNAI,TAMILNADU,17553,1500,Honda City,17921
4085850,2007,408594,KOLKATTA,WEST BENGAL,44847,1500,Honda City,12111
4087978,2008,552427,INDORE,MADHYAPRADESH,48901,1500,Honda City,15369
4092434,2010,659348,JALANDHAR,PUNJAB,51436,1500,Honda City,17442
4093549,2010,674274,BANGALORE,Karnataka,62540,2000,Mitsubishi Cedia,19781
4100868,2009,583951,AHMEDABAD,Gujarat,37074,1500,Honda City,17198
4101109,2010,1484881,GURGAON,HARYANA,142051,2400,Honda Accord,38824
4101603,2009,504648,BANGALORE,Karnataka,131097,1500,Honda City,14021
4102315,2010,670579,BANGALORE,Karnataka,61744,1500,Honda City,17852
4103658,2011,751857,CHENNAI,TAMILNADU,20233,2000,Mitsubishi Cedia,21036
4103902,2011,718842,BANGALORE,Karnataka,101129,1500,Honda City,19324
4103936,2010,701485,NEWDELHI,NCR,98467,1500,Honda City,18863
4104232,2009,609122,LUDHIANA,PUNJAB,115339,1500,Honda City,17086
4108455,2008,548704,NEWDELHI,NCR,16889,1500,Honda City,15310
4116830,2007,916546,NEWDELHI,NCR,99595,2400,Honda Accord,23797
4117517,2010,626470,NEWDELHI,NCR,109621,1500,Honda City,16517
4119135,2011,713723,NEWDELHI,NCR,142605,1500,Honda City,18406
4120273,2011,1732095,NEWDELHI,NCR,340019,2400,Honda Accord,48125
4122292,2007,370880,LUDHIANA,PUNJAB,57780,1500,Honda City,10169
4123057,2008,1158923,GURGAON,HARYANA,151459,2400,Honda Accord,33697
4128876,2008,458894,BANGALORE,Karnataka,115959,1500,Honda City,13589
4130765,2011,722253,GURGAON,HARYANA,83943,1500,Honda City,21598
4141426,2008,514205,INDORE,MADHYAPRADESH,9836,1500,Honda City,13478
4143123,2008,458211,NEWDELHI,NCR,59787,1500,Honda City,13745
4143583,2009,624674,CHENNAI,TAMILNADU,84732,1500,Honda City,18053
4151591,2010,724531,MATHURA,UTTAR PRADESH,109458,1500,Honda City,21590
4153299,2009,622378,NEWDELHI,NCR,172376,1500,Honda City,18109
4156117,2006,353832,CHENNAI,TAMILNADU,14330,1500,Honda City,9305
4159013,2010,1460698,NOIDA,NCR,137956,2400,Honda Accord,37754
4162022,2011,734874,NEWDELHI,NCR,100738,1500,Honda City,21893
4168255,2008,1117429,CALICUT,KERALA,130404,2400,Honda Accord,28790
4168875,2010,675678,NEWDELHI,NCR,36404,1500,Honda City,18258
4170548,2010,694143,KOLKATTA,WEST BENGAL,79051,1500,Honda City,20402
4171434,2010,684950,AHMEDABAD,Gujarat,41385,1500,Honda City,19795
4174915,2010,701650,BANGALORE,Karnataka,61313,1500,Honda City,20236
4175553,2011,682075,NEWDELHI,NCR,8154,1500,Honda City,19276
4178381,2011,1738703,NOIDA,NCR,210350,2400,Honda Accord,48990
4179167,2006,352097,BANGALORE,Karnataka,93485,1500,Honda City,9467
4179805,2011,792325,AHMEDABAD,Gujarat,130869,1500,Honda City,20878
4185552,2010,651530,NEWDELHI,NCR,67813,1500,Honda City,16709
4186451,2011,684940,LUDHIANA,PUNJAB,110843,1500,Honda City,19059
4187551,2010,684640,KOLKATTA,WEST BENGAL,149302,1500,Honda City,20129
4189582,2010,622620,GURGAON,HARYANA,7743,1500,Honda City,16999
4200293,2007,445468,LUDHIANA,PUNJAB,11531,1500,Honda City,11748
4203393,2009,511220,NOIDA,NCR,41510,1500,Honda City,14256
4206729,2011,808500,LUDHIANA,PUNJAB,104468,1500,Honda City,23768
4208907,2011,705222,LUDHIANA,PUNJAB,82073,1500,Honda City,18390
4212444,2008,566221,CHENNAI,TAMILNADU,9557,1500,Honda City,16544
4213526,2010,653021,GURGAON,HARYANA,58453,1500,Honda City,18103
4218012,2008,523554,GURGAON,HARYANA,80946,1500,Honda City,14223
4221699,2010,664260,NOIDA,NCR,56863,1500,Honda City,17746
4222140,2008,450372,Guwahati,Assam,39225,1500,Honda City,13307
4236293,2011,706533,GURGAON,HARYANA,26837,1500,Honda City,20735
4239805,2009,534960,AHMEDABAD,Gujarat,84403,1500,Honda City,14194
4240778,2011,792934,NEWDELHI,NCR,142731,1500,Honda City,23206
4244012,2007,370394,LUDHIANA,PUNJAB,58562,1500,Honda City,10827
4246351,2011,848771,NEWDELHI,NCR,186041,1500,Honda City,24381
4251457,2007,948807,CHENNAI,TAMILNADU,270286,2400,Honda Accord,27491
4263080,2007,428398,KOLKATTA,WEST BENGAL,9353,2000,Mitsubishi Cedia,11085
4266957,2009,591377,BANGALORE,Karnataka,12414,2000,Mitsubishi Cedia,17697
4270097,2011,823464,NOIDA,NCR,30702,1500,Honda City,21910
4296813,2011,790621,BANGALORE,Karnataka,98664,1500,Honda City,21462
4305879,2010,669103,BHOPAL,MADHYA PRADESH,27288,2000,Mitsubishi Cedia,19600
4309952,2008,526889,INDORE,MADHYAPRADESH,49885,1500,Honda City,14682
4312916,2006,361710,NEWDELHI,NCR,32784,2000,Mitsubishi Cedia,10063
4315550,2010,661041,BANGALORE,Karnataka,25516,2000,Mitsubishi Cedia,19625
4316033,2009,521428,BHOPAL,MADHYA PRADESH,12892,1500,Honda City,13863
4320674,2010,730503,BANGALORE,Karnataka,15984,1500,Honda City,18790
4322083,2011,1676509,BANGALORE,Karnataka,37796,2400,Honda Accord,48734
4322427,2008,1128580,NEWDELHI,NCR,13123,2400,Honda Accord,30202
4323498,2011,1674470,VARANASI,UTTAR PRADESH,342538,2400,Honda Accord,45562
4325230,2008,466695,NEWDELHI,NCR,33600,1500,Honda City,13897
4327259,2007,943467,NEWDELHI,NCR,22715,2400,Honda Accord,24832
4331232,2008,1142439,LUDHIANA,PUNJAB,116009,2400,Honda Accord,31901
4333136,2010,1505125,NOIDA,NCR,47183,2400,Honda Accord,43489
4333801,2011,835453,KOLKATTA,WEST BENGAL,82478,1500,Honda City,24728
4336577,2007,366926,NEWDELHI,NCR,5695,1500,Honda City,10740
4341401,2007,402988,LUDHIANA,PUNJAB,37615,1500,Honda City,11776
4344439,2010,619856,KOLKATTA,WEST BENGAL,24040,1500,Honda City,17328
4349396,2007,383251,GURGAON,HARYANA,34933,1500,Honda City,11458
4350554,2010,641322,Guwahati,Assam,19967,1500,Honda City,18308
4355022,2009,1267301,BANGALORE,Karnataka,183917,2400,Honda Accord,35427
4356665,2006,375410,NOIDA,NCR,100781,1500,Honda City,9965
4370906,2011,736980,Guwahati,Assam,202121,1500,Honda City,19439
4374572,2011,711738,LUDHIANA,PUNJAB,133293,1500,Honda City,19688
4375160,2010,588791,AHMEDABAD,Gujarat,15121,1500,Honda City,17449
4375915,2010,1499951,KOLKATTA,WEST BENGAL,155276,2400,Honda Accord,42028
4377166,2008,531741,GURGAON,HARYANA,11473,1500,Honda City,14084
4377888,2011,687745,AHMEDABAD,Gujarat,43168,1500,Honda City,19435
4388732,2006,305759,NEWDELHI,NCR,58147,1500,Honda City,8954
4393159,2009,509640,NEWDELHI,NCR,53279,1500,Honda City,13466
4394891,2011,716415,GURGAON,HARYANA,117384,1500,Honda City,19706
4396570,2009,613195,KOLHAPUR,Maharashtra,28909,1500,Honda City,16592
4399954,2009,532016,BANGALORE,Karnataka,58017,1500,Honda City,13925
4404382,2010,624463,CHENNAI,TAMILNADU,129804,1500,Honda City,16096
4405829,2007,376939,CHENNAI,TAMILNADU,96620,1500,Honda City,10544
4407208,2007,389748,BANGALORE,Karnataka,48645,1500,Honda City,10819
4407484,2010,691478,CALICUT,KERALA,83552,1500,Honda City,19652
4410252,2010,616017,LUDHIANA,PUNJAB,33111,1500,Honda City,18252
4412330,2010,635061,BANGALORE,Karnataka,46502,1500,Honda City,16343
4416971,2010,1535310,INDORE,MADHYAPRADESH,328987,2400,Honda Accord,44011
4423099,2010,713729,KOLKATTA,WEST BENGAL,35126,1500,Honda City,19673
4423599,2010,700752,Guwahati,Assam,87314,1500,Honda City,18184
4427482,2007,407698,Guwahati,Assam,17327,1500,Honda City,10473
4429289,2008,1126353,AHMEDABAD,Gujarat,220723,2400,Honda Accord,31250
4434069,2008,1127679,KOLKATTA,WEST BENGAL,97268,2400,Honda Accord,31142
4434459,2010,720678,LUDHIANA,PUNJAB,36043,1500,Honda City,21543
4434902,2008,563707,BANGALORE,Karnataka,33728,1500,Honda City,16586
4436748,2008,444276,NOIDA,NCR,73142,1500,Honda City,12532
4437297,2009,530371,NEWDELHI,NCR,111937,1500,Honda City,14067
4438972,2009,589618,NEWDELHI,NCR,128237,1500,Honda City,15962
4439446,2008,521202,JALANDHAR,PUNJAB,19417,1500,Honda City,14900
4439740,2008,499996,INDORE,MADHYAPRADESH,27886,1500,Honda City,12992
4445145,2010,666975,NEWDELHI,NCR,60164,1500,Honda City,17243
4449783,2009,607945,NEWDELHI,NCR,83216,1500,Honda City,15741
4454195,2007,420699,BANGALORE,Karnataka,54033,1500,Honda City,12293
4457139,2011,705374,NEWDELHI,NCR,69981,1500,Honda City,21061
4458210,2011,1715728,BANGALORE,Karnataka,478455,2400,Honda Accord,47940
4463196,2010,706626,INDORE,MADHYAPRADESH,68853,1500,Honda City,19182
4470959,2010,1497965,INDORE,MADHYAPRADESH,53324,2400,Honda Accord,40849
4473302,2011,1741342,AHMEDABAD,Gujarat,334827,2400,Honda Accord,49062
4478449,2009,624820,NOIDA,NCR,117060,1500,Honda City,18482
4478724,2011,797429,NEWDELHI,NCR,156381,1500,Honda City,22868
4479464,2010,676657,NEWDELHI,NCR,67540,1500,Honda City,17949
4479657,2010,689132,NEWDELHI,NCR,34872,2000,Mitsubishi Cedia,18319
4481455,2011,766578,NEWDELHI,NCR,49138,1500,Honda City,21579
4489844,2006,807719,GURGAON,HARYANA,270336,2400,Honda Accord,22677
4495561,2010,1478639,MATHURA,UTTAR PRADESH,151478,2400,Honda Accord,38191
4496869,2010,670300,KOLKATTA,WEST BENGAL,49276,1500,Honda City,18952
4498923,2009,532944,NEWDELHI,NCR,53686,1500,Honda City,14197
4505684,2011,817656,BHOPAL,MADHYA PRADESH,100467,1500,Honda City,24161
4506445,2007,911413,CHENNAI,TAMILNADU,33104,2400,Honda Accord,25252
4508592,2009,605287,KOLKATTA,WEST BENGAL,57409,1500,Honda City,16181
4509470,2006,341195,NEWDELHI,NCR,28289,1500,Honda City,10025
4514275,2008,1162198,LUDHIANA,PUNJAB,202340,2400,Honda Accord,34741
4515996,2010,684841,CHENNAI,TAMILNADU,92415,1500,Honda City,19130
4517594,2005,355695,NEWDELHI,NCR,57701,1500,Honda City,9927
4517786,2006,795357,NOIDA,NCR,23129,2400,Honda Accord,21296
4525199,2007,909736,GURGAON,HARYANA,144513,2400,Honda Accord,24130
4526708,2010,641914,KOLKATTA,WEST BENGAL,84360,1500,Honda City,18792
4526936,2007,387753,INDORE,MADHYAPRADESH,16561,1500,Honda City,10317
4529726,2007,979831,LUDHIANA,PUNJAB,201079,2400,Honda Accord,29358
4532398,2011,746689,CHENNAI,TAMILNADU,128116,1500,Honda City,22086
4536878,2011,686834,NEWDELHI,NCR,29819,1500,Honda City,19072
4539121,2010,670895,NEWDELHI,NCR,25332,1500,Honda City,18157
4545908,2010,1584928,AHMEDABAD,Gujarat,336272,2400,Honda Accord,42097
4546354,2010,679308,AHMEDABAD,Gujarat,64845,2000,Mitsubishi Cedia,19821
4546969,2009,1340691,NEWDELHI,NCR,300770,2400,Honda Accord,37474
4548829,2010,1484040,NEWDELHI,NCR,34187,2400,Honda Accord,43615
4549383,2009,616293,NEWDELHI,NCR,134972,1500,Honda City,17722
4551596,2009,592290,KOLKATTA,WEST BENGAL,28255,1500,Honda City,16295
4561097,2008,522004,MATHURA,UTTAR PRADESH,16362,1500,Honda City,14357
4565277,2010,1513351,NEWDELHI,NCR,456215,2400,Honda Accord,39979
4567120,2010,674645,BANGALORE,Karnataka,109990,2000,Mitsubishi Cedia,17501
4568297,2005,312828,AHMEDABAD,Gujarat,26736,1500,Honda City,8801
4572878,2007,417288,AHMEDABAD,Gujarat,14254,1500,Honda City,12157
4574944,2011,807288,AHMEDABAD,Gujarat,12762,1500,Honda City,20936
4585821,2007,362642,NEWDELHI,NCR,69938,1500,Honda City,10350
4588128,2007,421948,NEWDELHI,NCR,80961,2000,Mitsubishi Cedia,11357
4590194,2009,587815,CALICUT,KERALA,94532,1500,Honda City,16879
4590273,2007,396445,BANGALORE,Karnataka,75766,1500,Honda City,11187
4590471,2009,650163,KOLKATTA,WEST BENGAL,35492,1500,Honda City,17353
4592898,2007,438084,CALICUT,KERALA,10172,1500,Honda City,12370
4597928,2010,1478937,NOIDA,NCR,208301,2400,Honda Accord,39657
4601987,2010,648422,CHENNAI,TAMILNADU,62532,1500,Honda City,17221
4609203,2010,1515176,CALICUT,KERALA,288895,2400,Honda Accord,45240
4609784,2009,603485,AHMEDABAD,Gujarat,99505,1500,Honda City,16896
4612766,2009,606182,JALANDHAR,PUNJAB,21787,1500,Honda City,17136
4613062,2007,422469,NEWDELHI,NCR,38267,2000,Mitsubishi Cedia,11059
4616439,2006,366664,BANGALORE,Karnataka,7967,1500,Honda City,9778
4616966,2008,1134382,GURGAON,HARYANA,172643,2400,Honda Accord,29611
4618478,2009,1288289,KOLKATTA,WEST BENGAL,258946,2400,Honda Accord,37921
4622515,2006,372323,NOIDA,NCR,5728,1500,Honda City,10240
4630867,2005,335170,NEWDELHI,NCR,33341,2000,Mitsubishi Cedia,9688
4644753,2008,559450,CHENNAI,TAMILNADU,38145,1500,Honda City,15360
4647351,2009,623927,LUDHIANA,PUNJAB,94334,1500,Honda City,17742
4648576,2011,756890,CHENNAI,TAMILNADU,18271,1500,Honda City,21454
4652665,2008,478880,NOIDA,NCR,51974,1500,Honda City,12592
4653703,2007,366334,CHENNAI,TAMILNADU,40126,1500,Honda City,9474
4659416,2006,371078,CHENNAI,TAMILNADU,22243,1500,Honda City,10787
4660718,2010,654601,BANGALORE,Karnataka,133413,1500,Honda City,19404
4662572,2009,1310160,NEWDELHI,NCR,293335,2400,Honda Accord,34165
4662925,2005,327455,NEWDELHI,NCR,73503,1500,Honda City,8888
4665555,2008,538163,NOIDA,NCR,14246,1500,Honda City,15140
4666729,2007,892515,Guwahati,Assam,44391,2400,Honda Accord,26592
4667829,2010,1519295,KOLKATTA,WEST BENGAL,52686,2400,Honda Accord,41865
4668650,2009,603107,NEWDELHI,NCR,38640,2000,Mitsubishi Cedia,16749
4673734,2011,754476,NEWDELHI,NCR,92779,2000,Mitsubishi Cedia,22252
4675642,2006,359829,AHMEDABAD,Gujarat,14150,2000,Mitsubishi Cedia,10119
4675820,2010,716148,GURGAON,HARYANA,181659,1500,Honda City,19112
4680608,2010,687360,GURGAON,HARYANA,77461,1500,Honda City,19655
4681600,2010,621645,CHENNAI,TAMILNADU,125338,1500,Honda City,16250
4683306,2010,618604,KOLKATTA,WEST BENGAL,27271,1500,Honda City,16808
4684145,2007,915999,GURGAON,HARYANA,76378,2400,Honda Accord,24124
4685552,2010,1511802,NEWDELHI,NCR,180719,2400,Honda Accord,42754
4690230,2011,788867,NEWDELHI,NCR,123849,1500,Honda City,22039
4694561,2005,351169,GURGAON,HARYANA,68037,1500,Honda City,10132
4695838,2011,1652851,BANGALORE,Karnataka,504418,2400,Honda Accord,42393
4699050,2011,1722685,NEWDELHI,NCR,274373,2400,Honda Accord,46235
4700912,2010,1527436,AHMEDABAD,Gujarat,58302,2400,Honda Accord,44085
4701005,2010,591558,CHENNAI,TAMILNADU,23584,1500,Honda City,17234
4704025,2006,384938,NEWDELHI,NCR,28206,1500,Honda City,10548
4709694,2011,775423,GURGAON,HARYANA,171568,2000,Mitsubishi Cedia,21052
4710148,2010,708805,AHMEDABAD,Gujarat,30172,1500,Honda City,21150
4711922,2006,375864,BANGALORE,Karnataka,42373,1500,Honda City,9968
4712693,2010,655324,CHENNAI,TAMILNADU,15432,1500,Honda City,18445
4713626,2011,1675946,KOLKATTA,WEST BENGAL,555194,2400,Honda Accord,45645
4714320,2006,338250,KOLKATTA,WEST BENGAL,46992,1500,Honda City,9079
4716071,2010,653221,LUDHIANA,PUNJAB,43068,1500,Honda City,17371
4717917,2009,622051,NEWDELHI,NCR,23534,1500,Honda City,16580
4719328,2010,1508469,INDORE,MADHYAPRADESH,181448,2400,Honda Accord,41413
4721228,2011,756014,KOLHAPUR,Maharashtra,58557,2000,Mitsubishi Cedia,21374
4728765,2008,469961,BANGALORE,Karnataka,23626,1500,Honda City,12980
4732531,2008,463470,CHENNAI,TAMILNADU,32944,1500,Honda City,13281
4733218,2006,327760,Guwahati,Assam,32600,1500,Honda City,8997
4734521,2007,972834,NEWDELHI,NCR,107137,2400,Honda Accord,28489
4737344,2008,459651,CHENNAI,TAMILNADU,103599,1500,Honda City,13501
4739902,2007,436113,BANGALORE,Karnataka,87169,1500,Honda City,11329
4740105,2008,458205,NOIDA,NCR,92174,1500,Honda City,12321
4740131,2006,364438,BANGALORE,Karnataka,79345,1500,Honda City,10281
4740481,2010,617697,KOLKATTA,WEST BENGAL,74882,1500,Honda City,18505
4745567,2011,777060,AHMEDABAD,Gujarat,198403,1500,Honda City,20543
4749247,2008,519597,MATHURA,UTTAR PRADESH,36418,2000,Mitsubishi Cedia,13932
4751788,2010,662507,INDORE,MADHYAPRADESH,15154,1500,Honda City,18162
4757088,2009,548213,BANGALORE,Karnataka,51823,1500,Honda City,14520
4758949,2007,414895,NEWDELHI,NCR,117644,1500,Honda City,10802
4760211,2006,343478,LUDHIANA,PUNJAB,64154,1500,Honda City,8943
4762663,2011,678337,BANGALORE,Karnataka,87796,1500,Honda City,20128
4770979,2011,696143,NEWDELHI,NCR,104806,1500,Honda City,20129
4775806,2005,751889,KOLKATTA,WEST BENGAL,210731,2400,Honda Accord,21328
4777269,2009,519202,CHENNAI,TAMILNADU,58188,1500,Honda City,13802
4779397,2010,615155,CHENNAI,TAMILNADU,129505,1500,Honda City,17613
4780366,2010,698667,KOLHAPUR,Maharashtra,113815,1500,Honda City,19027
4780971,2005,331619,KOLKATTA,WEST BENGAL,106645,1500,Honda City,8786
4784489,2010,688566,KOLHAPUR,Maharashtra,143412,1500,Honda City,17855
4788630,2009,549699,BANGALORE,Karnataka,22717,1500,Honda City,14153
4789005,2006,351508,GURGAON,HARYANA,36536,2000,Mitsubishi Cedia,9978
4790621,2010,671116,KOLHAPUR,Maharashtra,16013,1500,Honda City,18561
4790986,2010,1536285,Guwahati,Assam,438997,2400,Honda Accord,42214
4792029,2011,782241,KOLKATTA,WEST BENGAL,149747,2000,Mitsubishi Cedia,21004
4792080,2005,319276,Guwahati,Assam,102991,1500,Honda City,8731
4793347,2009,632199,KOLKATTA,WEST BENGAL,98044,1500,Honda City,17580
4797040,2010,658155,KOLKATTA,WEST BENGAL,89572,1500,Honda City,17120
4797580,2007,409126,NEWDELHI,NCR,8859,1500,Honda City,11218
4799111,2010,1503000,KOLKATTA,WEST BENGAL,283153,2400,Honda Accord,40070
4810044,2008,492848,CHENNAI,TAMILNADU,77521,1500,Honda City,14436
4810837,2007,424708,NEWDELHI,NCR,82227,1500,Honda City,11454
4812520,2010,742342,CHENNAI,TAMILNADU,59633,1500,Honda City,20651
4817705,2011,765964,NEWDELHI,NCR,84051,2000,Mitsubishi Cedia,21246
4818249,2007,393896,GURGAON,HARYANA,78502,1500,Honda City,11736
4819144,2010,1542416,VARANASI,UTTAR PRADESH,367240,2400,Honda Accord,42031
4819372,2010,702871,BANGALORE,Karnataka,59301,1500,Honda City,19420
4824426,2005,377328,GURGAON,HARYANA,72941,1500,Honda City,10288
4826610,2010,1447117,INDORE,MADHYAPRADESH,227706,2400,Honda Accord,40772
4827568,2005,354700,LUDHIANA,PUNJAB,37812,1500,Honda City,9496
4829764,2007,413504,NEWDELHI,NCR,18697,2000,Mitsubishi Cedia,10932
4830652,2011,797172,LUDHIANA,PUNJAB,77011,1500,Honda City,20665
4830827,2011,757747,GURGAON,HARYANA,136453,1500,Honda City,22358
4831645,2005,337519,CHENNAI,TAMILNADU,10785,1500,Honda City,9396
4837009,2011,756242,BHOPAL,MADHYA PRADESH,64447,1500,Honda City,20744
4837730,2007,419979,LUDHIANA,PUNJAB,6813,2000,Mitsubishi Cedia,12108
4839696,2006,373572,BANGALORE,Karnataka,50091,1500,Honda City,9665
4842598,2011,753914,NEWDELHI,NCR,39698,2000,Mitsubishi Cedia,20987
4847132,2009,551110,BANGALORE,Karnataka,26519,1500,Honda City,15697
4848153,2009,565222,NOIDA,NCR,61282,1500,Honda City,15906
4850516,2006,365058,NEWDELHI,NCR,58128,1500,Honda City,9687
4850569,2008,508443,CALICUT,KERALA,8213,1500,Honda City,14881
4852116,2010,674794,INDORE,MADHYAPRADESH,18232,1500,Honda City,17324
4852185,2007,953318,CHENNAI,TAMILNADU,141974,2400,Honda Accord,24829
4854798,2008,503733,GURGAON,HARYANA,132005,1500,Honda City,15078
4858324,2008,550584,GURGAON,HARYANA,68810,1500,Honda City,14822
4858497,2011,711107,NEWDELHI,NCR,130593,1500,Honda City,18399
4859177,2010,703844,NEWDELHI,NCR,72529,1500,Honda City,20584
4863832,2011,672663,INDORE,MADHYAPRADESH,48720,1500,Honda City,17910
4868749,2007,422666,CHENNAI,TAMILNADU,19169,2000,Mitsubishi Cedia,11460
4870610,2010,648318,KOLKATTA,WEST BENGAL,114245,1500,Honda City,17579
4872000,2009,1369148,AHMEDABAD,Gujarat,261376,2400,Honda Accord,35929
4872178,2010,690790,AHMEDABAD,Gujarat,11101,1500,Honda City,18779
4874054,2011,763109,NEWDELHI,NCR,185939,1500,Honda City,21390
4875069,2008,445295,KOLKATTA,WEST BENGAL,6890,1500,Honda City,12972
4879254,2009,535258,KOLKATTA,WEST BENGAL,160729,1500,Honda City,15555
4888583,2009,598471,AHMEDABAD,Gujarat,47233,1500,Honda City,16523
4889260,2008,539864,LUDHIANA,PUNJAB,21081,1500,Honda City,13971
4889407,2007,423450,NEWDELHI,NCR,6395,2000,Mitsubishi Cedia,12356
4896454,2011,743749,AHMEDABAD,Gujarat,29481,1500,Honda City,22253
4898069,2009,576192,NEWDELHI,NCR,28898,1500,Honda City,15745
4904242,2011,803048,GURGAON,HARYANA,89237,1500,Honda City,21038
4915196,2010,641872,NEWDELHI,NCR,101837,1500,Honda City,17413
4915810,2008,496736,GURGAON,HARYANA,18996,2000,Mitsubishi Cedia,14359
4918018,2009,1373737,NEWDELHI,NCR,523105,2400,Honda Accord,41006
4920719,2011,835006,JALANDHAR,PUNJAB,107014,1500,Honda City,22519
4923980,2008,564712,NEWDELHI,NCR,145555,1500,Honda City,15995
4931749,2008,504863,LUDHIANA,PUNJAB,12293,1500,Honda City,13144
4934251,2010,1538719,LUDHIANA,PUNJAB,158564,2400,Honda Accord,40151
4935546,2011,1789303,CHENNAI,TAMILNADU,51309,2400,Honda Accord,50718
4939924,2008,1147605,NOIDA,NCR,281365,2400,Honda Accord,33558
4942495,2007,444897,KOLKATTA,WEST BENGAL,30094,1500,Honda City,11774
4943454,2009,641835,JALANDHAR,PUNJAB,148151,1500,Honda City,16717
4946372,2010,603668,GURGAON,HARYANA,232641,1500,Honda City,16898
4962636,2005,288150,KOLKATTA,WEST BENGAL,9157,1500,Honda City,7622
4966710,2008,460526,NEWDELHI,NCR,11586,1500,Honda City,12843
4967634,2005,343051,KOLKATTA,WEST BENGAL,50339,1500,Honda City,10144
4968040,2010,691020,NEWDELHI,NCR,68085,1500,Honda City,19705
4968937,2007,413858,BANGALORE,Karnataka,77303,1500,Honda City,10625
4971077,2007,917875,LUDHIANA,PUNJAB,68130,2400,Honda Accord,24504
4975318,2007,417967,NEWDELHI,NCR,27133,2000,Mitsubishi Cedia,11242
4980012,2009,579459,KOLKATTA,WEST BENGAL,106750,1500,Honda City,15035
4980362,2009,600242,KOLKATTA,WEST BENGAL,56427,1500,Honda City,16125
4982106,2011,803380,CHENNAI,TAMILNADU,9027,1500,Honda City,23806
4983032,2010,710069,BANGALORE,Karnataka,47941,1500,Honda City,18607
